gsId,name,type,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,state,lat,lon,phone
14,Frank Otis Elementary School,public,K-5,593,4,7,Alameda Unified School District,1,0601770,060177000054,"3010 Fillmore Street, 
Alameda, CA  94501",Alameda,CA,37.75403,-122.23799,(510) 748-4013
15,William G. Paden Elementary School,public,K-5,297,4,6,Alameda Unified School District,1,0601770,060177000003,"444 Central Avenue, 
Alameda, CA  94501",Alameda,CA,37.771564,-122.28446,(510) 748-4014
17,Will C. Wood Middle School,public,6-8,468,4,7,Alameda Unified School District,1,0601770,060177000057,"420 Grand Street, 
Alameda, CA  94501",Alameda,CA,37.76303,-122.26192,(510) 748-4015
19,Albany High School,public,9-12,1210,4,9,Albany City Unified School District,2,0601860,060186000059,"603 Key Route Boulevard, 
Albany, CA  94706",Albany,CA,37.89666,-122.29257,(510) 558-2500
20,Albany Middle School,public,6-8,895,4,9,Albany City Unified School District,2,0601860,060186000060,"1259 Brighton Avenue, 
Albany, CA  94706",Albany,CA,37.89785,-122.2953,(510) 558-3600
21,Cornell Elementary School,public,K-5,548,4,10,Albany City Unified School District,2,0601860,060186000061,"920 Talbot Avenue, 
Albany, CA  94706",Albany,CA,37.889828,-122.29518,(510) 558-3700
22,Macgregor High (Continuation) School,public,10-12,16,2,2,Albany City Unified School District,2,0601860,060186007638,"603 Key Route Blvd, 
Albany, CA  94706",Albany,CA,37.89642,-122.29211,(510) 559-6570
23,Marin Elementary School,public,K-5,499,4,8,Albany City Unified School District,2,0601860,060186000062,"1001 Santa Fe Avenue, 
Albany, CA  94706",Albany,CA,37.888557,-122.28817,(510) 559-4700
25,Berkeley High School,public,9-12,3205,4,8,Berkeley Unified School District,3,0604740,060474000432,"1980 Allston Way, 
Berkeley, CA  94704",Berkeley,CA,37.86891,-122.2712,(510) 644-6120
26,Rosa Parks Environmental Science Magnet School,public,K-5,463,4,7,Berkeley Unified School District,3,0604740,060474006865,"920 Allston Way, 
Berkeley, CA  94710",Berkeley,CA,37.86565,-122.29471,(510) 644-8812
27,Cragmont Elementary School,public,K-5,419,4,6,Berkeley Unified School District,3,0604740,060474006895,"830 Regal Road, 
Berkeley, CA  94708",Berkeley,CA,37.892673,-122.26355,(510) 644-8810
29,Emerson Elementary School,public,K-5,305,5,7,Berkeley Unified School District,3,0604740,060474000436,"2800 Forest Avenue, 
Berkeley, CA  94705",Berkeley,CA,37.86149,-122.25111,(510) 644-6890
30,Jefferson Elementary School,public,K-5,422,5,8,Berkeley Unified School District,3,0604740,060474000441,"1400 Ada Street, 
Berkeley, CA  94702",Berkeley,CA,37.87892,-122.28521,(510) 644-6298
31,Martin Luther King Middle School,public,6-8,1027,4,8,Berkeley Unified School District,3,0604740,060474000443,"1781 Rose Street, 
Berkeley, CA  94703",Berkeley,CA,37.88111,-122.277,(510) 644-6280
32,Leconte Elementary School,public,K-5,347,4,6,Berkeley Unified School District,3,0604740,060474000445,"2241 Russell Street, 
Berkeley, CA  94705",Berkeley,CA,37.857353,-122.26231,(510) 644-6290
33,Longfellow Arts And Technology Middle School,public,6-8,512,4,5,Berkeley Unified School District,3,0604740,060474000446,"1500 Derby Street, 
Berkeley, CA  94703",Berkeley,CA,37.85869,-122.28,(510) 644-6360
34,Malcolm X Elementary School,public,K-5,550,5,6,Berkeley Unified School District,3,0604740,060474000447,"1731 Prince Street, 
Berkeley, CA  94703",Berkeley,CA,37.85244,-122.2736,(510) 644-6313
35,John Muir Elementary School,public,K-5,292,5,6,Berkeley Unified School District,3,0604740,060474008119,"2955 Claremont Avenue, 
Berkeley, CA  94705",Berkeley,CA,37.857193,-122.24593,(510) 644-6410
36,Oxford Elementary School,public,K-5,302,4,6,Berkeley Unified School District,3,0604740,060474000448,"1130 Oxford Street, 
Berkeley, CA  94707",Berkeley,CA,37.887794,-122.26827,(510) 644-6300
37,Thousand Oaks Elementary School,public,K-5,442,5,5,Berkeley Unified School District,3,0604740,060474000450,"840 Colusa Avenue, 
Berkeley, CA  94707",Berkeley,CA,37.89308,-122.2804,(510) 644-6368
38,Washington Elementary School,public,K-5,466,4,7,Berkeley Unified School District,3,0604740,060474000452,"2300 Martin Luther King Junior Way, 
Berkeley, CA  94704",Berkeley,CA,37.86696,-122.27257,(510) 644-6310
39,Berkeley Arts Magnet at Whittier School,public,K-5,448,4,8,Berkeley Unified School District,3,0604740,060474000431,"1645 Milvia Street, 
Berkeley, CA  94709",Berkeley,CA,37.87692,-122.27123,(510) 644-6225
40,Willard Middle School,public,6-8,569,4,7,Berkeley Unified School District,3,0604740,060474007267,"2425 Stuart Street, 
Berkeley, CA  94705",Berkeley,CA,37.859665,-122.25862,(510) 644-6330
41,Canyon Middle School,public,6-8,1412,4,7,Castro Valley Unified School District,4,0607800,060780000740,"19600 Cull Canyon Road, 
Castro Valley, CA  94552",Castro Valley,CA,37.705772,-122.05426,(510) 538-8833
42,Castro Valley Elementary School,public,K-5,469,4,6,Castro Valley Unified School District,4,0607800,060780000741,"20185 San Miguel Avenue, 
Castro Valley, CA  94546",Castro Valley,CA,37.698048,-122.08102,(510) 537-1919
43,Castro Valley High School,public,9-12,2977,4,9,Castro Valley Unified School District,4,0607800,060780000742,"19400 Santa Maria Avenue, 
Castro Valley, CA  94546",Castro Valley,CA,37.705185,-122.07847,(510) 537-5910
44,Chabot Elementary School,public,K-5,456,5,8,Castro Valley Unified School District,4,0607800,060780007661,"19104 Lake Chabot Road, 
Castro Valley, CA  94546",Castro Valley,CA,37.707085,-122.09012,(510) 537-2342
45,Creekside Middle School,public,6-8,793,5,7,Castro Valley Unified School District,4,0607800,060780006909,"19722 Center Street, 
Castro Valley, CA  94546",Castro Valley,CA,37.699924,-122.06124,(510) 247-0665
46,Independent Elementary School,public,K-5,653,5,8,Castro Valley Unified School District,4,0607800,060780009342,"21201 Independent School Road, 
Castro Valley, CA  94552",Castro Valley,CA,37.69911,-122.04975,(510) 537-9558
47,Jensen Ranch Elementary School,public,K-5,439,5,9,Castro Valley Unified School District,4,0607800,060780004339,"20001 Carson Lane, 
Castro Valley, CA  94552",Castro Valley,CA,37.713123,-122.03122,(510) 537-6365
48,Marshall Elementary School,public,K-5,477,5,8,Castro Valley Unified School District,4,0607800,060780000746,"20111 Marshall Street, 
Castro Valley, CA  94546",Castro Valley,CA,37.697796,-122.06573,(510) 537-2431
49,Palomares Elementary School,public,K-5,140,5,7,Castro Valley Unified School District,4,0607800,060780000747,"6395 Palo Verde Road, 
Castro Valley, CA  94552",Castro Valley,CA,37.695583,-122.0248,(510) 582-4207
50,Proctor Elementary School,public,K-5,501,4,9,Castro Valley Unified School District,4,0607800,060780000749,"17520 Redwood Road, 
Castro Valley, CA  94546",Castro Valley,CA,37.716743,-122.07366,(510) 537-0630
51,Redwood Continuation High School,public,9-12,141,4,6,Castro Valley Unified School District,4,0607800,060780000744,"18400 Clifton Way, 
Castro Valley, CA  94546",Castro Valley,CA,37.7128,-122.09305,(510) 537-3193
52,Stanton Elementary School,public,K-5,479,4,6,Castro Valley Unified School District,4,0607800,060780009525,"2644 Somerset Avenue, 
Castro Valley, CA  94546",Castro Valley,CA,37.69991,-122.09352,(510) 727-9192
53,Vannoy Elementary School,public,K-5,442,5,7,Castro Valley Unified School District,4,0607800,060780000752,"5100 Vannoy, 
Castro Valley, CA  94546",Castro Valley,CA,37.706635,-122.05868,(510) 537-1832
55,Dublin Elementary School,public,K-5,905,4,8,Dublin Unified School District,6,0600019,060001906929,"7997 Vomac Road, 
Dublin, CA  94568",Dublin,CA,37.715023,-121.9365,(925) 833-1204
56,Dublin High School,public,9-12,2273,4,10,Dublin Unified School District,6,0600019,060001909273,"8151 Village Parkway, 
Dublin, CA  94568",Dublin,CA,37.720997,-121.92639,(925) 833-3300
57,Frederiksen Elementary School,public,K-5,769,4,7,Dublin Unified School District,6,0600019,060001909275,"7243 Tamarack Drive, 
Dublin, CA  94568",Dublin,CA,37.715076,-121.92195,(925) 828-1037
58,Murray Elementary School,public,K-5,453,4,7,Dublin Unified School District,6,0600019,060001909276,"8435 Davona Drive, 
Dublin, CA  94568",Dublin,CA,37.72154,-121.93298,(925) 828-2568
60,Valley High (Continuation) School,public,9-12,56,3,6,Dublin Unified School District,6,0600019,060001909274,"6901 York Drive, 
Dublin, CA  94568",Dublin,CA,37.709167,-121.92118,(925) 829-4322
61,Wells Middle School,public,6-8,873,4,6,Dublin Unified School District,6,0600019,060001909278,"6800 Penn Drive, 
Dublin, CA  94568",Dublin,CA,37.712563,-121.9188,(925) 828-6227
63,Emery Secondary School,public,9-12,183,3,4,Emery Unified School District,7,0612630,061263001426,"1100 47th Street, 
Oakland, CA  94608",Oakland,CA,37.835667,-122.28124,(510) 601-4998
65,Anna Yates Elementary School,public,K-8,524,4,2,Emery Unified School District,7,0612630,061263001425,"1125 53rd Street, 
Emeryville, CA  94608",Emeryville,CA,37.836796,-122.284,(510) 601-4916
66,American High School,public,9-12,2093,4,10,Fremont Unified School District,8,0614400,061440001654,"36300 Fremont Boulevard, 
Fremont, CA  94536",Fremont,CA,37.563644,-122.01747,(510) 796-1776
67,Ardenwood Elementary School,public,K-6,989,4,8,Fremont Unified School District,8,0614400,061440008138,"33955 Emilia Lane, 
Fremont, CA  94555",Fremont,CA,37.572796,-122.05205,(510) 794-0392
68,Joseph Azevada Elementary School,public,K-6,605,4,8,Fremont Unified School District,8,0614400,061440001655,"39450 Royal Palm Drive, 
Fremont, CA  94538",Fremont,CA,37.53097,-121.99417,(510) 657-3900
69,John Blacow Elementary School,public,K-6,456,3,5,Fremont Unified School District,8,0614400,061440001656,"40404 Sundale Drive, 
Fremont, CA  94538",Fremont,CA,37.52756,-121.97712,(510) 656-5121
70,Brier Elementary School,public,K-6,754,4,6,Fremont Unified School District,8,0614400,061440001657,"39201 Sundale Drive, 
Fremont, CA  94538",Fremont,CA,37.539776,-121.9847,(510) 657-5020
71,Brookvale Elementary School,public,K-6,676,4,7,Fremont Unified School District,8,0614400,061440001658,"3400 Nicolet Avenue, 
Fremont, CA  94536",Fremont,CA,37.568768,-122.01399,(510) 797-5940
72,Cabrillo Elementary School,public,K-6,484,3,5,Fremont Unified School District,8,0614400,061440001659,"36700 San Pedro Drive, 
Fremont, CA  94536",Fremont,CA,37.550827,-122.02333,(510) 792-3232
73,Centerville Junior High,public,7-8,961,4,7,Fremont Unified School District,8,0614400,061440001660,"37720 Fremont Boulevard, 
Fremont, CA  94536",Fremont,CA,37.55565,-122.0019,(510) 797-2072
74,Joshua Chadbourne Elementary School,public,K-6,788,4,9,Fremont Unified School District,8,0614400,061440001661,"801 Plymouth Avenue, 
Fremont, CA  94539",Fremont,CA,37.542168,-121.93996,(510) 656-5242
75,Circle of Independent Learning School,charter,K-12,304,5,5,Fremont Unified School District,8,0614400,061440007479,"4700 Calaveras Avenue, 
Fremont, CA  94538",Fremont,CA,37.537964,-121.99206,(510) 797-0100
76,J. Haley Durham Elementary School,public,K-6,580,4,7,Fremont Unified School District,8,0614400,061440001662,"40292 Leslie Street, 
Fremont, CA  94538",Fremont,CA,37.542076,-121.96689,(510) 657-7080
77,Forest Park Elementary School,public,K-6,1022,4,9,Fremont Unified School District,8,0614400,061440000488,"34400 Maybird Circle, 
Fremont, CA  94555",Fremont,CA,37.561214,-122.05188,(510) 713-0141
78,Glenmoor Elementary School,public,K-6,659,4,7,Fremont Unified School District,8,0614400,061440001663,"4620 Mattos Drive, 
Fremont, CA  94536",Fremont,CA,37.545704,-122.00487,(510) 797-0740
79,John Gomes Elementary School,public,K-6,820,4,9,Fremont Unified School District,8,0614400,061440001664,"555 Lemos Lane, 
Fremont, CA  94539",Fremont,CA,37.55036,-121.94761,(510) 656-3414
80,Harvey Green Elementary School,public,K-6,489,4,9,Fremont Unified School District,8,0614400,061440001665,"42875 Gatewood Street, 
Fremont, CA  94538",Fremont,CA,37.518135,-121.9581,(510) 656-6438
81,E. M. Grimmer Elementary School,public,K-6,472,4,7,Fremont Unified School District,8,0614400,061440001666,"43030 Newport Drive, 
Fremont, CA  94538",Fremont,CA,37.519634,-121.951,(510) 656-1250
82,O. N. Hirsch Elementary School,public,K-6,552,4,8,Fremont Unified School District,8,0614400,061440001668,"41399 Chapel Way, 
Fremont, CA  94538",Fremont,CA,37.52823,-121.9629,(510) 657-3537
83,William Hopkins Junior High School,public,7-8,1017,4,6,Fremont Unified School District,8,0614400,061440001669,"600 Driscoll Road, 
Fremont, CA  94539",Fremont,CA,37.54702,-121.94242,(510) 656-3500
84,John M. Horner Junior High School,public,7-8,1140,4,8,Fremont Unified School District,8,0614400,061440001670,"41365 Chapel Way, 
Fremont, CA  94538",Fremont,CA,37.528538,-121.96295,(510) 656-4000
85,Irvington High School,public,9-12,2253,5,9,Fremont Unified School District,8,0614400,061440001671,"41800 Blacow Road, 
Fremont, CA  94538",Fremont,CA,37.522655,-121.96902,(510) 656-5711
86,John F. Kennedy High School,public,9-12,1401,3,7,Fremont Unified School District,8,0614400,061440001672,"39999 Blacow Road, 
Fremont, CA  94538",Fremont,CA,37.5284,-121.98312,(510) 657-4070
87,James Leitch Elementary School,public,K-3,1018,4,8,Fremont Unified School District,8,0614400,061440001673,"47100 Fernald Street, 
Fremont, CA  94539",Fremont,CA,37.486507,-121.92328,(510) 657-6100
89,Tom Maloney Elementary School,public,K-6,591,4,7,Fremont Unified School District,8,0614400,061440001674,"38700 Logan Drive, 
Fremont, CA  94536",Fremont,CA,37.545406,-121.99843,(510) 797-4426
91,John G. Mattos Elementary School,public,K-6,615,4,6,Fremont Unified School District,8,0614400,061440001675,"37944 Farwell Drive, 
Fremont, CA  94536",Fremont,CA,37.538094,-122.01172,(510) 793-1359
92,Steven Millard Elementary School,public,K-6,597,4,8,Fremont Unified School District,8,0614400,061440001676,"5200 Valpey Park Drive, 
Fremont, CA  94538",Fremont,CA,37.52006,-121.97397,(510) 657-0344
93,Mission San Jose Elementary School,public,K-6,622,4,9,Fremont Unified School District,8,0614400,061440001677,"43545 Bryant Street, 
Fremont, CA  94539",Fremont,CA,37.528297,-121.92137,(510) 656-1200
94,Mission San Jose High School,public,9-12,2069,4,10,Fremont Unified School District,8,0614400,061440001678,"41717 Palm Avenue, 
Fremont, CA  94539",Fremont,CA,37.54504,-121.93193,(510) 657-3600
95,Mission Valley Elementary School,public,K-6,670,4,7,Fremont Unified School District,8,0614400,061440001679,"41700 Denise Street, 
Fremont, CA  94539",Fremont,CA,37.53579,-121.94741,(510) 656-2000
96,Niles Elementary School,public,K-6,581,4,8,Fremont Unified School District,8,0614400,061440001680,"37141 Second Street, 
Fremont, CA  94536",Fremont,CA,37.57705,-121.98446,(510) 793-1141
97,Oliveira Elementary School,public,K-6,720,4,7,Fremont Unified School District,8,0614400,061440001683,"4180 Alder Avenue, 
Fremont, CA  94536",Fremont,CA,37.560394,-122.01771,(510) 797-1135
98,Parkmont Elementary School,public,K-6,895,4,9,Fremont Unified School District,8,0614400,061440001684,"2601 Parkside Drive, 
Fremont, CA  94536",Fremont,CA,37.56023,-121.98468,(510) 793-7492
99,Patterson Elementary School,public,K-6,650,3,6,Fremont Unified School District,8,0614400,061440001685,"35521 Cabrillo Drive, 
Fremont, CA  94536",Fremont,CA,37.56225,-122.03085,(510) 793-0420
100,Robertson High (Continuation) School,public,9-12,204,5,3,Fremont Unified School District,8,0614400,061440001686,"4455 Seneca Park Avenue, 
Fremont, CA  94538",Fremont,CA,37.51863,-121.96492,(510) 657-9155
101,Thornton Junior High School,public,7-8,1207,3,8,Fremont Unified School District,8,0614400,061440001687,"4357 Thornton Avenue, 
Fremont, CA  94536",Fremont,CA,37.557125,-122.01454,(510) 793-9090
102,Vallejo Mill Elementary School,public,K-6,559,4,6,Fremont Unified School District,8,0614400,061440001688,"38569 Canyon Heights Drive, 
Fremont, CA  94536",Fremont,CA,37.574493,-121.9599,(510) 793-1441
103,G. M. Walters Junior High School,public,7-8,729,4,6,Fremont Unified School District,8,0614400,061440001689,"39600 Logan Drive, 
Fremont, CA  94538",Fremont,CA,37.5373,-121.98586,(510) 656-7211
104,Warm Springs Elementary School,public,3-6,886,4,9,Fremont Unified School District,8,0614400,061440001690,"47370 Warm Springs Boulevard, 
Fremont, CA  94539",Fremont,CA,37.482876,-121.92534,(510) 656-1611
105,Warwick Elementary School,public,K-6,926,4,8,Fremont Unified School District,8,0614400,061440001691,"3375 Warwick Road, 
Fremont, CA  94555",Fremont,CA,37.57651,-122.03048,(510) 793-8660
106,Washington High School,public,9-12,1822,4,8,Fremont Unified School District,8,0614400,061440001692,"38442 Fremont Boulevard, 
Fremont, CA  94536",Fremont,CA,37.552082,-121.99484,(510) 505-7300
107,Fred E. Weibel Elementary School,public,K-6,880,4,7,Fremont Unified School District,8,0614400,061440009139,"45135 South Grimmer Boulevard, 
Fremont, CA  94539",Fremont,CA,37.50731,-121.92838,(510) 651-6958
108,Bowman Elementary School,public,K-6,399,4,2,Hayward Unified School District,9,0616740,061674002104,"520 Jefferson Street, 
Hayward, CA  94544",Hayward,CA,37.641373,-122.06231,(510) 723-3800
109,Brenkwitz High School,public,9-12,193,5,8,Hayward Unified School District,9,0616740,061674002123,"22100 Princeton Street, 
Hayward, CA  94541",Hayward,CA,37.671955,-122.09895,(510) 723-3160
110,Bret Harte Middle School,public,7-8,632,4,3,Hayward Unified School District,9,0616740,061674002105,"1047 E Street, 
Hayward, CA  94540",Hayward,CA,37.670265,-122.07899,(510) 723-3100
111,Burbank Elementary School,public,K-6,762,4,5,Hayward Unified School District,9,0616740,061674002106,"353 B Street, 
Hayward, CA  94541",Hayward,CA,37.667927,-122.09427,(510) 723-3805
112,Cesar Chavez Middle School,public,7-8,579,4,2,Hayward Unified School District,9,0616740,061674002118,"27845 Whitman Road, 
Hayward, CA  94544",Hayward,CA,37.63698,-122.06277,(510) 723-3110
113,Cherryland Elementary School,public,K-6,775,3,2,Hayward Unified School District,9,0616740,061674002108,"585 Willow Avenue, 
Hayward, CA  94541",Hayward,CA,37.676224,-122.09864,(510) 723-3810
114,East Avenue Elementary School,public,K-6,695,4,3,Hayward Unified School District,9,0616740,061674002109,"2424 East Avenue, 
Hayward, CA  94541",Hayward,CA,37.67083,-122.0543,(510) 723-3815
115,Lorin A. Eden Elementary School,public,K-6,491,4,3,Hayward Unified School District,9,0616740,061674002121,"27790 Portsmouth Avenue, 
Hayward, CA  94545",Hayward,CA,37.62416,-122.10008,(510) 723-3855
116,Eden Gardens Elementary School,public,K-6,566,4,4,Hayward Unified School District,9,0616740,061674002110,"2184 Thayer Avenue, 
Hayward, CA  94545",Hayward,CA,37.638077,-122.10721,(510) 723-3820
117,Eldridge Elementary School,public,K-6,455,4,5,Hayward Unified School District,9,0616740,061674002111,"26825 Eldridge Avenue, 
Hayward, CA  94544",Hayward,CA,37.63684,-122.0853,(510) 723-3825
118,Fairview Elementary School,public,K-6,566,3,3,Hayward Unified School District,9,0616740,061674002113,"23515 Maud Avenue, 
Hayward, CA  94541",Hayward,CA,37.680798,-122.05205,(510) 723-3830
119,Glassbrook Elementary School,public,K-6,574,3,2,Hayward Unified School District,9,0616740,061674002114,"975 Schafer Road, 
Hayward, CA  94544",Hayward,CA,37.64094,-122.08084,(510) 723-3835
120,Harder Elementary School,public,K-6,619,3,2,Hayward Unified School District,9,0616740,061674002115,"495 Wyeth Road, 
Hayward, CA  94544",Hayward,CA,37.651512,-122.07237,(510) 723-3840
121,Hayward High School,public,9-12,1580,3,4,Hayward Unified School District,9,0616740,061674002116,"1633 East Avenue, 
Hayward, CA  94541",Hayward,CA,37.672676,-122.06992,(510) 723-3170
122,Faith Ringgold School of Arts and Science,public,K-8,153,4,3,Hayward Unified School District,9,0616740,061674005622,"1570 Ward Street, 
Hayward, CA  94541",Hayward,CA,37.67627,-122.07396,(510) 889-7399
124,"Martin Luther King, Jr. Middle School",public,7-8,829,4,6,Hayward Unified School District,9,0616740,061674002107,"26890 Holly Hill Avenue, 
Hayward, CA  94545",Hayward,CA,37.63588,-122.09128,(510) 723-3120
125,Longwood Elementary School,public,K-6,726,4,2,Hayward Unified School District,9,0616740,061674002120,"850 Longwood Avenue, 
Hayward, CA  94541",Hayward,CA,37.659054,-122.1101,(510) 723-3850
127,Mount Eden High School,public,9-12,2009,3,6,Hayward Unified School District,9,0616740,061674002124,"2300 Panama Street, 
Hayward, CA  94545",Hayward,CA,37.625313,-122.09056,(510) 723-3180
129,Anthony W. Ochoa Middle School,public,7-8,636,4,5,Hayward Unified School District,9,0616740,061674009847,"2121 Depot Road, 
Hayward, CA  94545",Hayward,CA,37.638836,-122.10968,(510) 723-3130
130,Palma Ceia Elementary School,public,K-6,591,3,6,Hayward Unified School District,9,0616740,061674002126,"27679 Melbourne Avenue, 
Hayward, CA  94545",Hayward,CA,37.627193,-122.08525,(510) 723-3870
131,Park Elementary School,public,K-6,580,3,3,Hayward Unified School District,9,0616740,061674002127,"411 Larchmont Street, 
Hayward, CA  94540",Hayward,CA,37.652935,-122.09406,(510) 293-8515
132,Ruus Elementary School,public,K-6,568,4,3,Hayward Unified School District,9,0616740,061674002129,"28027 Dickens Avenue, 
Hayward, CA  94540",Hayward,CA,37.627365,-122.07363,(510) 723-3885
133,Schafer Park Elementary School,public,K-6,735,3,5,Hayward Unified School District,9,0616740,061674002130,"26268 Flamingo Avenue, 
Hayward, CA  94544",Hayward,CA,37.642918,-122.08734,(510) 723-3895
135,Southgate Elementary School,public,K-6,687,4,7,Hayward Unified School District,9,0616740,061674002132,"26601 Calaroga Avenue, 
Hayward, CA  94545",Hayward,CA,37.63905,-122.09444,(510) 723-3905
136,Strobridge Elementary School,public,K-6,598,3,2,Hayward Unified School District,9,0616740,061674008855,"21400 Bedford Drive, 
Castro Valley, CA  94546",Castro Valley,CA,37.68749,-122.08746,(510) 723-3915
137,Tennyson High School,public,9-12,1294,3,2,Hayward Unified School District,9,0616740,061674002135,"27035 Whitman Road, 
Hayward, CA  94544",Hayward,CA,37.642548,-122.06596,(510) 723-3190
138,Treeview Elementary,public,K-6,507,4,3,Hayward Unified School District,9,0616740,061674002136,"30565 Treeview Street, 
Hayward, CA  94544",Hayward,CA,37.624165,-122.03657,(510) 723-3925
139,Tyrrell Elementary School,public,K-6,735,3,3,Hayward Unified School District,9,0616740,061674008146,"27000 Tyrrell Avenue, 
Hayward, CA  94540",Hayward,CA,37.6374,-122.07543,(510) 723-3935
140,Winton Middle School,public,7-8,529,3,4,Hayward Unified School District,9,0616740,061674002137,"119 Winton Avenue, 
Hayward, CA  94540",Hayward,CA,37.660347,-122.09095,(510) 723-3140
143,Arroyo Seco Elementary School,public,K-5,630,4,6,Livermore Valley Joint Unified School District,10,0622110,062211002620,"5280 Irene Way, 
Livermore, CA  94550",Livermore,CA,37.68367,-121.72854,(925) 606-4700
144,Andrew N. Christensen Middle School,public,6-8,615,4,7,Livermore Valley Joint Unified School District,10,0622110,062211002618,"5757 Haggin Oaks Avenue, 
Livermore, CA  94551",Livermore,CA,37.72649,-121.72852,(925) 606-4702
145,Leo R. Croce Elementary School,public,PK-5,594,4,4,Livermore Valley Joint Unified School District,10,0622110,062211000052,"5650 Scenic Avenue, 
Livermore, CA  94551",Livermore,CA,37.717068,-121.72833,(925) 606-4706
146,Del Valle Continuation High School,public,7-12,132,5,4,Livermore Valley Joint Unified School District,10,0622110,062211002621,"2253 Fifth Street, 
Livermore, CA  94550",Livermore,CA,37.6789,-121.76674,(925) 606-4709
147,East Avenue Middle School,public,6-8,624,4,6,Livermore Valley Joint Unified School District,10,0622110,062211002623,"3951 East Avenue, 
Livermore, CA  94550",Livermore,CA,37.67982,-121.75005,(925) 606-4711
148,Granada High School,public,9-12,2059,4,8,Livermore Valley Joint Unified School District,10,0622110,062211002626,"400 Wall Street, 
Livermore, CA  94550",Livermore,CA,37.675205,-121.78984,(925) 606-4800
149,Jackson Avenue Elementary School,public,K-5,501,4,6,Livermore Valley Joint Unified School District,10,0622110,062211002627,"554 Jackson Avenue, 
Livermore, CA  94550",Livermore,CA,37.68492,-121.74262,(925) 606-4717
151,Livermore High School,public,9-12,1794,4,8,Livermore Valley Joint Unified School District,10,0622110,062211002630,"600 Maple Street, 
Livermore, CA  94550",Livermore,CA,37.680527,-121.76173,(925) 606-4812
152,Marylin Avenue Elementary School,public,K-5,442,4,4,Livermore Valley Joint Unified School District,10,0622110,062211002631,"800 Marylin Avenue, 
Livermore, CA  94551",Livermore,CA,37.683865,-121.78603,(925) 606-4724
153,William Mendenhall Middle School,public,6-8,948,4,8,Livermore Valley Joint Unified School District,10,0622110,062211002636,"1701 El Padro Drive, 
Livermore, CA  94550",Livermore,CA,37.664505,-121.79221,(925) 606-4731
154,Joe Michell K-8 School,public,K-8,645,4,6,Livermore Valley Joint Unified School District,10,0622110,062211002628,"1001 Elaine Avenue, 
Livermore, CA  94550",Livermore,CA,37.669567,-121.7835,(925) 606-4738
156,Junction Avenue K-8 School,public,K-8,836,5,4,Livermore Valley Joint Unified School District,10,0622110,062211002622,"298 Junction Avenue, 
Livermore, CA  94551",Livermore,CA,37.687023,-121.76704,(925) 606-4720
157,Rancho Las Positas Elementary School,public,K-5,542,5,6,Livermore Valley Joint Unified School District,10,0622110,062211002632,"401 East Jack London Boulevard, 
Livermore, CA  94551",Livermore,CA,37.688957,-121.80427,(925) 606-4748
158,Emma C. Smith Elementary School,public,K-5,735,4,8,Livermore Valley Joint Unified School District,10,0622110,062211002624,"391 Ontario Drive, 
Livermore, CA  94550",Livermore,CA,37.667168,-121.7964,(925) 606-4750
